ORGANIZATION,CITY,STATE,COUNTRY,AWARDS,FUNDING,YEAR
"AVERTA PHARMACEUTICALS, LLC",OXFORD,MS,UNITED STATES,1,"$375,000",2007
"AVID RADIOPHARMACEUTICALS, INC.",Philadelphia,PA,UNITED STATES,2,"$497,050",2007
"AVIGENICS, INC.",ATHENS,GA,UNITED STATES,1,"$310,640",2007
"AXIO RESEARCH, LLC",SEATTLE,WA,UNITED STATES,1,"$4,536,322",2007
"AXIO RESEARCH, LLC",SEATTLE,WA,UNITED STATES,1,"$18,000",2007
"AXOGEN, INC.",GAINESVILLE,FL,UNITED STATES,1,"$102,737",2007
"AXONA, INC.",ATLANTA,GA,UNITED STATES,1,"$187,907",2007
"AZEVAN PHARMACEUTICALS, INC.",BETHLEHEM,PA,UNITED STATES,1,"$801,007",2007
"B & W TEK, INC.",NEWARK,DE,UNITED STATES,1,"$303,519",2007
B. L. SEAMON AND ASSOCIATES,LANHAM,MD,UNITED STATES,4,"$1,157,376",2007
"BACILLIGEN, INC.",ROCKVILLE,MD,UNITED STATES,2,"$692,510",2007
"BAKBONE SOFTWARE, INC.",SAN DIEGO,CA,UNITED STATES,1,"$12,764",2007
BAKER HEART RESEARCH INSTITUTE,MELBOURNE,NA,AUSTRALIA,1,"$259,840",2007
BALL STATE UNIVERSITY,MUNCIE,IN,UNITED STATES,1,"$271,179",2007
"BALTIMORE CITY HEALTHY START, INC.",BALTIMORE,MD,UNITED STATES,1,"$492,639",2007
BANARAS HINDU UNIVERSITY,VARANASI,NA,INDIA,1,"$746,133",2007
"BANYAN BIOMARKERS, INC.",ALACHUA,FL,UNITED STATES,1,"$526,091",2007
BAR-ILAN UNIVERSITY,RAMAT GAN,NA,ISRAEL,2,"$294,051",2007
BARNARD COLLEGE,NEW YORK,NY,UNITED STATES,6,"$1,465,851",2007
"BARRON ASSOCIATES, INC.",CHARLOTTESVILLE,VA,UNITED STATES,4,"$727,807",2007
BARRY UNIVERSITY,MIAMI SHORES,FL,UNITED STATES,2,"$626,226",2007
BASTYR UNIVERSITY,KENMORE,WA,UNITED STATES,3,"$558,673",2007
BATTELLE CENTERS/PUB HLTH RES & EVALUATN,SEATTLE,WA,UNITED STATES,6,"$1,850,330",2007
BATTELLE MEMORIAL INSTITUTE,COLUMBUS,OH,UNITED STATES,9,"$11,154,029",2007
BATTELLE MEMORIAL INSTITUTE,BIRMINGHAM,AL,UNITED STATES,1,"$8,632,311",2007
BATTELLE MEMORIAL INSTITUTE,COLUMBUS,OH,UNITED STATES,2,"$587,890",2007
BATTELLE PACIFIC NORTHWEST LABORATORIES,RICHLAND,WA,UNITED STATES,16,"$11,619,361",2007
BAVARIAN NORDIC A/S,COPENHAGEN,NA,DENMARK,1,"$10,098,139",2007
BAY AREA TUMOR INSTITUTE,OAKLAND,CA,UNITED STATES,1,"$480,000",2007
"BAY PINES FOUNDATION, INC.",BAY PINES,FL,UNITED STATES,1,"$149,291",2007
BAYLOR COLLEGE OF MEDICINE,HOUSTON,TX,UNITED STATES,481,"$211,774,568",2007
BAYLOR COLLEGE OF MEDICINE,HOUSTON,TX,UNITED STATES,5,"$6,459,344",2007
BAYLOR RESEARCH INSTITUTE,DALLAS,TX,UNITED STATES,9,"$7,234,909",2007
BAYLOR UNIVERSITY,WACO,TX,UNITED STATES,1,"$506,026",2007
BAYSTATE MEDICAL CENTER,SPRINGFIELD,MA,UNITED STATES,1,"$327,672",2007
BAYSTATE MEDICAL CENTER,SPRINGFIELD,MA,UNITED STATES,2,"$262,179",2007
"BBS TECHNOLOGIES, INC.",HOUSTON,TX,UNITED STATES,1,"$7,960",2007
BCR DIAGNOSTICS,JAMESTOWN,RI,UNITED STATES,1,"$99,930",2007
"BEARING POINT, INC.",MC LEAN,VA,UNITED STATES,1,"$5,000,000",2007
BEATSON INSTITUTE FOR CANCER RESEARCH,GLASGOW,NA,UNITED KINGDOM,1,"$182,278",2007
BEAUFORT COMMUNITY CTR FOR RET CHILDREN,BEAUMONT,TX,UNITED STATES,5,"$4,964,288",2007
BEAUFORT COMMUNITY CTR FOR RET CHILDREN,DALLAS,TX,UNITED STATES,1,"$363,370",2007
"BECKMAN COULTER, INC.",FULLERTON,CA,UNITED STATES,3,"$50,786",2007
"BECS TECHNOLOGY, INC.",SAINT LOUIS,MO,UNITED STATES,1,"$510,614",2007
"BECTON, DICKINSON IMMUNOCYROMETRY SYSTEM",SAN JOSE,CA,UNITED STATES,4,"$638,060",2007
"BEDFORD VA RESEARCH CORPORATION, INC.",BEDFORD,MA,UNITED STATES,2,"$486,007",2007
"BEEMNET, INC.",VENICE,CA,UNITED STATES,0,"$27,000",2007
"BEHAVIOR THERAPY ASSOCIATES, LLP",ALBUQUERQUE,NM,UNITED STATES,3,"$702,605",2007
"BEHAVIORAL ASSESSMENT, INC.",BEVERLY HILLS,CA,UNITED STATES,1,"$469,824",2007
"BEHAVIORAL RESEARCH, INC.",ALBUQUERQUE,NM,UNITED STATES,2,"$368,577",2007
"BEHAVIORAL TECH RESEARCH, INC.",SEATTLE,WA,UNITED STATES,3,"$514,246",2007
"BELLBROOK LABS, LLC",MADISON,WI,UNITED STATES,4,"$1,322,948",2007
BENAROYA RESEARCH INST AT VIRGINIA MASON,SEATTLE,WA,UNITED STATES,19,"$6,698,909",2007
BENAROYA RESEARCH INST AT VIRGINIA MASON,SEATTLE,WA,UNITED STATES,1,"$2,087,411",2007
BENEDICT COLLEGE,COLUMBIA,SC,UNITED STATES,2,"$235,983",2007
BENJAMIN ROSE INSTITUTE,CLEVELAND,OH,UNITED STATES,1,"$227,254",2007
BERNARD M. BARUCH COLLEGE,NEW YORK,NY,UNITED STATES,3,"$480,395",2007
"BERRY AND ASSOCIATES, INC.",DEXTER,MI,UNITED STATES,1,"$310,556",2007
"BETASTEM THERAPUETICS, INC.",San Francisco,CA,UNITED STATES,1,"$198,752",2007
BETH ISRAEL DEACONESS MEDICAL CENTER,BOSTON,MA,UNITED STATES,1,"$2,336,297",2007
BETH ISRAEL DEACONESS MEDICAL CENTER,BOSTON,MA,UNITED STATES,275,"$113,451,201",2007
BETH ISRAEL MEDICAL CTR (NEW YORK),NEW YORK,NY,UNITED STATES,7,"$2,715,792",2007
"BEXION PHARMACEUTICALS, INC.",CINCINNATI,OH,UNITED STATES,1,"$145,306",2007
BIATECH INSTITUTE,Seattle,WA,UNITED STATES,1,"$523,761",2007
BILLINGS CLINIC FOUNDATION,BILLINGS,MT,UNITED STATES,2,"$864,673",2007
"BIND BIOSCIENCES, INC.",CAMBRIDGE,MA,UNITED STATES,1,"$150,000",2007
"BIO LOGIC ENGINEERING, INC.",DEXTER,MI,UNITED STATES,1,"$378,286",2007
"BIOANALYTICAL SYSTEMS, INC. (BASI)",WEST LAFAYETTE,IN,UNITED STATES,1,"$643,229",2007
"BIOASSAY SYSTEMS, LLC",HAYWARD,CA,UNITED STATES,2,"$299,803",2007
"BIOASSESSMENTS, LLC",ELKTON,MD,UNITED STATES,2,"$399,685",2007
BIOBASE CORPORATION,BEVERLY,MA,UNITED STATES,3,"$4,023,751",2007
"BIOCATALYTICS, INC.",PASADENA,CA,UNITED STATES,2,"$526,773",2007
"BIOCON, INC.",ROCKVILLE,MD,UNITED STATES,2,"$58,888",2007
BIOELECTROMAGNETICS SOCIETY,FREDERICK,MD,UNITED STATES,1,"$15,000",2007
"BIOENGINEERING, INC.",STILLWATER,MN,UNITED STATES,1,"$157,425",2007
"BIOFORCE NANOSCIENCES, INC.",AMES,IA,UNITED STATES,2,"$595,687",2007
"BIOFORTIS, INC.",COLUMBIA,MD,UNITED STATES,1,"$819,941",2007
BIOHELIX CORPORATION,BEVERLY,MA,UNITED STATES,2,"$251,846",2007
BIOLINK PARTNERS,WATERTOWN,MA,UNITED STATES,2,"$591,249",2007
"BIOLOG, INC.",HAYWARD,CA,UNITED STATES,2,"$1,158,391",2007
BIOLOGICAL RESEARCH INSTITUTE,SAN DIEGO,CA,UNITED STATES,1,"$320,225",2007
BIOLOGICAL SCIENCES CURRICULUM STUDY,COLORADO SPRINGS,CO,UNITED STATES,1,"$261,527",2007
"BIOMEC, INC.",CLEVELAND,OH,UNITED STATES,3,"$2,649,848",2007
"BIOMED SOFTWARE, INC.",NEWTON,MA,UNITED STATES,1,"$390,845",2007
BIOMEDICA MANAGEMENT CORPORATION,NEW YORK,NY,UNITED STATES,2,"$207,326",2007
BIOMEDICAL ACOUSTICS RESEARCH COMPANY,EVANSTON,IL,UNITED STATES,1,"$440,079",2007
BIOMEDICAL CENTER,ST. PETERSBURG,NA,RUSSIA,1,"$112,000",2007
BIOMEDICAL DEVELOPMENT CORPORATION,SAN ANTONIO,TX,UNITED STATES,1,"$356,687",2007
BIOMEDICAL RESEARCH & TRAINING INSTITUTE,HARARE,NA,ZIMBABWE,1,"$386,636",2007
BIOMEDICAL RESEARCH INSTITUTE,ROCKVILLE,MD,UNITED STATES,2,"$1,385,221",2007
"BIOMEDICAL RESEARCH MODELS, INC.",WORCESTER,MA,UNITED STATES,1,"$287,296",2007
BIOMEDWARE,ANN ARBOR,MI,UNITED STATES,5,"$1,150,520",2007
BIOMEDWARE,ANN ARBOR,MI,UNITED STATES,1,"$149,321",2007
"BIOMEMS, LLC",IRVINE,CA,UNITED STATES,1,"$419,102",2007
"BIONANOMATRIX, INC.",PHILADELPHIA,PA,UNITED STATES,3,"$417,310",2007
BIONIC EAR INSTITUTE,EAST MELBOURN,NA,AUSTRALIA,1,"$672,745",2007
BIONIX DEVELOPMENT CORPORATION,PAOLI,PA,UNITED STATES,1,"$382,847",2007
"BIONOVO, INC.",EMERYVILLE,CA,UNITED STATES,1,"$232,676",2007
BIOO SCIENTIFIC CORPORATION,AUSTIN,TX,UNITED STATES,1,"$287,420",2007
"BIOPAL, INC",WORCESTER,MA,UNITED STATES,3,"$795,036",2007
"BIOPEPTIDES, INC.",EAST SETAUKET,NY,UNITED STATES,2,"$599,567",2007
BIOPHARMACEUTICAL RESEARCH CONSULTANTS,DEXTER,MI,UNITED STATES,1,"$15,000",2007
BIOPHOTONICS CORPORATION,STONY BROOK,NY,UNITED STATES,1,"$280,988",2007
BIOPOWERTECH,TUSCALOOSA,AL,UNITED STATES,2,"$318,828",2007
"BIOPRAXIS, INC.",SAN DIEGO,CA,UNITED STATES,1,"$202,010",2007
BIOPROTECTION SYSTEMS CORPORATION,AMES,IA,UNITED STATES,1,"$422,865",2007
"BIOPTIGEN, INC.",DURHAM,NC,UNITED STATES,2,"$526,880",2007
"BIOQUAL, INC.",ROCKVILLE,MD,UNITED STATES,4,"$7,442,516",2007
BIORELIANCE CORPORATION,ROCKVILLE,MD,UNITED STATES,3,"$603,889",2007
"BIOSCALE, INC.",CAMBRIDGE,MA,UNITED STATES,1,"$530,000",2007
"BIOSEARCH TECHNOLOGIES, INC.",NOVATO,CA,UNITED STATES,2,"$411,038",2007
"BIOSENSE TECHNOLOGIES, INC.",WOBURN,MA,UNITED STATES,1,"$365,793",2007
BIO-SIGNAL GROUP CORPORATION,BROOKLYN,NY,UNITED STATES,1,"$152,262",2007
"BIOSPEECH, INC.",LAKE OSWEGO,OR,UNITED STATES,1,"$150,117",2007
"BIOSPHEREX, LLC",Manassas,VA,UNITED STATES,1,"$101,381",2007
"BIOSTATISTICAL PROGRAMMING ASSOC, INC.",ENGLEWOOD,NJ,UNITED STATES,4,"$1,473,712",2007
BIOSURFACES,ASHLAND,MA,UNITED STATES,1,"$369,619",2007
BIOTA SCIENTIFIC MANAGEMENT,NOTTING HILL,NA,AUSTRALIA,1,"$1,900,794",2007
"BIOTECHNICAL COMMUNICATIONS, INC.",ATLANTA,GA,UNITED STATES,1,"$518,340",2007
"BIOTECHNICAL SERVICES, INC.",NORTH LITTLE,AR,UNITED STATES,1,"$1,095,261",2007
BIOTECHPLEX CORPORATION,SAN MARCOS,CA,UNITED STATES,2,"$735,205",2007
"BIOTEX, INC.",HOUSTON,TX,UNITED STATES,4,"$1,547,958",2007
"BIOTIUM, INC.",HAYWARD,CA,UNITED STATES,1,"$132,199",2007
BLACK HILLS CTR/AMERICAN INDIAN HEALTH,RAPID CITY,SD,UNITED STATES,1,"$447,354",2007
BLACK HILLS STATE UNIVERSITY,SPEARFISH,SD,UNITED STATES,1,"$201,800",2007
BLATZ SCIENTIFIC,SAN MATEO,CA,UNITED STATES,1,"$199,390",2007
BLINDSIGHT CORPORATION,Ashland,OR,UNITED STATES,1,"$448,477",2007
BLOOD CENTER OF SOUTHEASTERN WISCONSIN,MILWAUKEE,WI,UNITED STATES,9,"$7,013,355",2007
BLOOD CENTER OF SOUTHEASTERN WISCONSIN,MILWAUKEE,WI,UNITED STATES,2,"$3,416,549",2007
BLOOD SYSTEMS RESEARCH INSTITUTE,SAN FRANCISCO,CA,UNITED STATES,4,"$3,471,596",2007
BLOOMSBURG UNIVERSITY OF PENNSYLVANIA,BLOOMSBURG,PA,UNITED STATES,1,"$208,577",2007
"BLUE BELT TECHNOLOGIES, INC.",PITTSBURGH,PA,UNITED STATES,1,"$455,211",2007
"BLUE HERON BIOTECHNOLOGY, INC.",BOTHELL,WA,UNITED STATES,1,"$413,288",2007
"BMC SOFTWARE, INC.",HOUSTON,TX,UNITED STATES,1,"$16,270",2007
"BMG LABTECH, INC.",DURHAM,NC,UNITED STATES,1,"$35,478",2007
"BOCA INTERNET TECHNOLOGIES, INC.",POMPANO BEACH,FL,UNITED STATES,1,"$11,326",2007
"BOCK TO THE FUTURE, INC",ATTLEBORO,MA,UNITED STATES,1,"$403,075",2007
BOGAZICI UNIVERSITY,ISTANBUL,NA,TURKEY,1,"$32,486",2007
BOISE STATE UNIVERSITY,BOISE,ID,UNITED STATES,1,"$181,890",2007
"BOLDER BIOTECHNOLOGY, INC.",BOULDER,CO,UNITED STATES,3,"$1,037,636",2007
"BON SECOURS HOSPITAL BALTIMORE, INC.",BALTIMORE,MD,UNITED STATES,1,"$563,522",2007
"BONO FILM AND VIDEO, INC.",ARLINGTON,VA,UNITED STATES,1,"$10,000",2007
"BOOZ ALLEN & HAMILTON, INC.",COLORADO SPRI,CO,UNITED STATES,2,"$10,568,246",2007
BOSTON BIOMEDICAL RESEARCH INSTITUTE,WATERTOWN,MA,UNITED STATES,16,"$8,733,713",2007
BOSTON BIOTECHNOLOGY CORPORATION,WATERTOWN,MA,UNITED STATES,1,"$374,937",2007
BOSTON COLLEGE,CHESTNUT HILL,MA,UNITED STATES,26,"$7,006,446",2007
BOSTON MEDICAL CENTER,BOSTON,MA,UNITED STATES,84,"$34,667,726",2007
BOSTON MICROMACHINES CORPORATION,WATERTOWN,MA,UNITED STATES,1,"$524,157",2007
BOSTON UNIVERSITY,BOSTON,MA,UNITED STATES,119,"$40,244,515",2007
BOSTON UNIVERSITY,BOSTON,MA,UNITED STATES,2,"$3,214,801",2007
BOSTON UNIVERSITY MEDICAL CAMPUS,BOSTON,MA,UNITED STATES,269,"$121,072,440",2007
BOWIE STATE UNIVERSITY,BOWIE,MD,UNITED STATES,1,"$235,769",2007
BOWLING GREEN STATE UNIV BOWLING GREEN,BOWLING GREEN,OH,UNITED STATES,4,"$1,025,422",2007
BOYCE THOMPSON INST FOR PLANT RESEARCH,ITHACA,NY,UNITED STATES,2,"$390,861",2007
BRANDEIS UNIVERSITY,WALTHAM,MA,UNITED STATES,71,"$21,596,537",2007
"BREATHQUANT MEDICAL SYSTEMS, INC.",CHARLOTTE,NC,UNITED STATES,1,"$397,224",2007
BRENTWOOD BIOMEDICAL RESEARCH INSTITUTE,LOS ANGELES,CA,UNITED STATES,17,"$3,776,126",2007
BRIDGEWATER STATE COLLEGE,BRIDGEWATER,MA,UNITED STATES,1,"$187,582",2007
BRIGHAM AND WOMEN'S HOSPITAL,BOSTON,MA,UNITED STATES,575,"$261,930,266",2007
BRIGHAM YOUNG UNIVERSITY,PROVO,UT,UNITED STATES,12,"$2,634,794",2007
BRIGHT IDEAS ADVERTISING SPECIALTIES,OWINGS MILLS,MD,UNITED STATES,1,"$26,000",2007
"BRIGHTON TECHNOLOGIES GROUP, INC.",CINCINNATI,OH,UNITED STATES,1,"$394,690",2007
BRITISH COLUMBIA CANCER AGENCY,VANCOUVER,BC,CANADA,6,"$1,623,221",2007
"BRONX-LEBANON HOSP CTR (BRONX, NY)",NEW YORK,NY,UNITED STATES,1,"$1,226,127",2007
BROOKHAVEN SCIENCE ASSOC-BROOKHAVEN LAB,UPTON,NY,UNITED STATES,17,"$7,861,099",2007
BROOKLYN COLLEGE,NEW YORK,NY,UNITED STATES,10,"$3,360,278",2007
BROWN AND HERBRANSON IMAGING,PORTOLA VALLEY,CA,UNITED STATES,1,"$299,400",2007
BROWN UNIVERSITY,PROVIDENCE,RI,UNITED STATES,176,"$58,898,926",2007
BROWN UNIVERSITY,PROVIDENCE,RI,UNITED STATES,1,"$1,005,650",2007
BRUNEL UNIVERSITY,UXBRIDGE,NA,UNITED KINGDOM,1,"$341,295",2007
BRYN MAWR COLLEGE,BRYN MAWR,PA,UNITED STATES,1,"$267,594",2007
"BU, LIPING",ALMA,MI,UNITED STATES,1,"$12,000",2007
BUCK INSTITUTE FOR AGE RESEARCH,NOVATO,CA,UNITED STATES,35,"$15,897,280",2007
BUCKNELL UNIVERSITY,LEWISBURG,PA,UNITED STATES,2,"$293,899",2007
BUFFALO STATE COLLEGE,BUFFALO,NY,UNITED STATES,2,"$833,801",2007
"BURDETTE MEDICAL SYSTEMS, INC.",CHAMPAIGN,IL,UNITED STATES,1,"$520,901",2007
BURNHAM INSTITUTE,LA JOLLA,CA,UNITED STATES,112,"$69,603,090",2007
"BUSINESSGENETICS, INC.",ENGLEWOOD,CO,UNITED STATES,1,"$34,536",2007
"BUTLER HOSPITAL (PROVIDENCE, RI)",PROVIDENCE,RI,UNITED STATES,30,"$10,837,829",2007
"C3 JIAN, INC.",SEQUIM,WA,UNITED STATES,1,"$500,000",2007
CA ST DEPT OF HLTH SRVS--DIV OF LAB SCI,RICHMOND,CA,UNITED STATES,1,"$54,842",2007
"CA*TX, INC.",ANN ARBOR,MI,UNITED STATES,1,"$360,614",2007
"CABEZON GROUP, INC.",COLUMBIA,MD,UNITED STATES,1,"$1,483,257",2007
"CALDERA PHARMACEUTICALS, INC.",LOS ALAMOS,NM,UNITED STATES,3,"$854,695",2007
"CALHOUN VISION, INC.",PASADENA,CA,UNITED STATES,2,"$1,055,973",2007
CALIBER ASSOCIATES,FAIRFAX,VA,UNITED STATES,1,"$291,696",2007
"CALIBRANT BIOSYSTEMS, INC.",Gaithersburg,MD,UNITED STATES,3,"$1,215,697",2007
"CALIFORNIA FAMILY HEALTH COUNCIL, INC.",DALLAS,TX,UNITED STATES,1,"$355,136",2007
"CALIFORNIA FAMILY HEALTH COUNCIL, INC.",LOS ANGELES,CA,UNITED STATES,3,"$2,139,719",2007
CALIFORNIA INSTITUTE OF TECHNOLOGY,PASADENA,CA,UNITED STATES,141,"$53,594,003",2007
CALIFORNIA PACIFIC MED CTR RES INSTITUTE,SAN FRANCISCO,CA,UNITED STATES,26,"$15,449,257",2007
CALIFORNIA POLY STATE U SAN LOUIS OBISPO,SAN LUIS OBISPO,CA,UNITED STATES,1,"$210,000",2007
CALIFORNIA STATE POLY U POMONA,POMONA,CA,UNITED STATES,2,"$1,411,904",2007
CALIFORNIA STATE UNIV BAKERSFIELD,BAKERSFIELD,CA,UNITED STATES,1,"$213,822",2007
CALIFORNIA STATE UNIV SAN BERNARDINO,SAN BERNARDINO,CA,UNITED STATES,3,"$1,818,181",2007
CALIFORNIA STATE UNIV-DOMINGUEZ HILLS,CARSON,CA,UNITED STATES,3,"$1,015,549",2007
CALIFORNIA STATE UNIVERSITY FRESNO,FRESNO,CA,UNITED STATES,5,"$1,770,257",2007
CALIFORNIA STATE UNIVERSITY FULLERTON,FULLERTON,CA,UNITED STATES,10,"$1,693,906",2007
CALIFORNIA STATE UNIVERSITY HAYWARD,HAYWARD,CA,UNITED STATES,2,"$1,048,760",2007
CALIFORNIA STATE UNIVERSITY LONG BEACH,LONG BEACH,CA,UNITED STATES,11,"$4,776,537",2007
CALIFORNIA STATE UNIVERSITY LOS ANGELES,LOS ANGELES,CA,UNITED STATES,11,"$7,925,594",2007
CALIFORNIA STATE UNIVERSITY NORTHRIDGE,NORTHRIDGE,CA,UNITED STATES,11,"$4,069,452",2007
CALIFORNIA STATE UNIVERSITY SACRAMENTO,SACRAMENTO,CA,UNITED STATES,3,"$211,264",2007
CALIFORNIA STATE UNIVERSITY SAN MARCOS,SAN MARCOS,CA,UNITED STATES,5,"$1,555,420",2007
CALVIN COLLEGE,GRAND RAPIDS,MI,UNITED STATES,1,"$187,237",2007
CAMBODIAN HEALTH COMMITTEE,PHNOM PENH,NA,CAMBODIA,1,"$556,063",2007
"CAMBRIA BIOSCIENCES, LLC",WOBURN,MA,UNITED STATES,2,"$1,082,838",2007
CAMBRIDGE HEALTH ALLIANCE,CAMBRIDGE,MA,UNITED STATES,7,"$2,058,111",2007
CAMBRIDGE RESEARCH AND INSTRUMENTATION,WOBURN,MA,UNITED STATES,3,"$1,424,342",2007
CAMBRIDGE RESEARCH INSTITUTE (CRUK),CAMBRIDGE,NA,UNITED KINGDOM,3,"$309,152",2007
CAMPBELL UNIVERSITY,BUIES CREEK,NC,UNITED STATES,1,"$154,675",2007
CANCER CARE ONTARIO,TORONTO,ON,CANADA,1,"$2,316,207",2007
CANCER HOSPITAL/INSTITUTE,BEIJING,NA,CHINA,2,"$258,949",2007
CANCER PREVENTION INSTIT OF CALIFORNIA,FREMONT,CA,UNITED STATES,1,"$4,271,609",2007
CANCER PREVENTION INSTIT OF CALIFORNIA,FREMONT,CA,UNITED STATES,7,"$2,239,760",2007
CANCER RESEARCH - UNITED KINGDOM,LONDON,NA,UNITED KINGDOM,1,"$41,796",2007
CANCER THERAPY AND RESEARCH CENTER,SAN ANTONIO,TX,UNITED STATES,3,"$15,336,618",2007
"CANCERMEDICA, LLC",BIRMINGHAM,AL,UNITED STATES,1,"$217,702",2007
CANKDESKA CIKANA COMMUNITY COLLEGE,FORT TOTTEN,ND,UNITED STATES,1,"$707,200",2007
CANON BUSINESS SOLUTIONS-CENTRAL,SCHAUMBURG,IL,UNITED STATES,1,"$6,200",2007
"CANON USA, INC.",ARLINGTON,VA,UNITED STATES,1,"$7,422",2007
"CANTIMER, INC.",MENLO PARK,CA,UNITED STATES,1,"$99,962",2007
"CAPITAL MEETING PLANNING, INC.",FALLS CHURCH,VA,UNITED STATES,2,"$63,000",2007
"CAPITAL TECHNOLOGY INFORMATION SERVICES,",ROCKVILLE,MD,UNITED STATES,2,"$15,547,251",2007
"CAPITAL TECHNOLOGY INFORMATION SERVICES,",ROCKVILLE,MD,UNITED STATES,1,"$332,261",2007
"CAPITOL CABLE & TECHNOLOGY, INC.",GAITHERSBURG,MD,UNITED STATES,1,"$21,211",2007
"CAPITOL OFFICE SOLUTIONS, INC.",BELTSVILLE,MD,UNITED STATES,1,"$21,150",2007
"CAPRION PHARMACEUTICALS, INC.",MONTREAL,PQ,CANADA,1,"$2,683,132",2007
"CARACAL, INC.",BUFFALO GROVE,IL,UNITED STATES,2,"$899,890",2007
CARAHSOFT TECHNOLOGY CORPORATION,RESTON,VA,UNITED STATES,1,"$16,368",2007
"CARDIOENERGETICS, INC.",CINCINNATI,OH,UNITED STATES,1,"$493,118",2007
"CARDIOVASCULAR BIOSCIENCES, INC.",HOUSTON,TX,UNITED STATES,1,"$734,567",2007
CARIGENT THERAPEUTICS,NEW HAVEN,CT,UNITED STATES,1,"$153,437",2007
CARITAS ST. ELIZABETH'S MEDICAL CENTER,BOSTON,MA,UNITED STATES,6,"$1,510,300",2007
"CARLE CLINIC ASSOCIATION, P C",URBANA,IL,UNITED STATES,1,"$813,116",2007
CARLETON COLLEGE,NORTHFIELD,MN,UNITED STATES,0,"$14,524",2007
"CARNEGIE INSTITUTION OF WASHINGTON, D.C.",PITTSBURGH,PA,UNITED STATES,1,"$50,428",2007
"CARNEGIE INSTITUTION OF WASHINGTON, D.C.",WASHINGTON,DC,UNITED STATES,8,"$2,293,604",2007
CARNEGIE-MELLON UNIVERSITY,PITTSBURGH,PA,UNITED STATES,58,"$16,600,912",2007
CAROLINAS MEDICAL CENTER,CHARLOTTE,NC,UNITED STATES,3,"$666,016",2007
"CAS MEDICAL SYSTEMS, INC.",BRANFORD,CT,UNITED STATES,1,"$853,038",2007
"CASCADIA ADDITION RES AND EDUC, LLC",STANWOOD,WA,UNITED STATES,1,"$100,000",2007
CASE WESTERN RESERVE UNIVERSITY,CLEVELAND,OH,UNITED STATES,463,"$193,359,088",2007
CASE WESTERN RESERVE UNIVERSITY,PITTSBURGH,PA,UNITED STATES,1,"$195,079",2007
"CASSIA, LLC",DEL MAR,CA,UNITED STATES,1,"$379,976",2007
"CASURGICA, INC.",PITTSBURGH,PA,UNITED STATES,1,"$98,866",2007
"CATALYST INSTITUTE, INC.",BOSTON,MA,UNITED STATES,1,"$554,342",2007
CATHOLIC CHARITIES ARCHDIOCESE BROWNSVLE,BROWNSVILLE,TX,UNITED STATES,1,"$8,000",2007
CATHOLIC UNIVERSITY OF AMERICA,WASHINGTON,DC,UNITED STATES,3,"$1,035,307",2007
CATHOLIC UNIVERSITY OF CHILE,SANTIAGO,NA,CHILE,2,"$102,404",2007
"CBASE SOLUTIONS, INC.",NORTH BETHESD,MD,UNITED STATES,1,"$77,000",2007
CBR INSTITUTE FOR BIOMEDICAL RESEARCH,BOSTON,MA,UNITED STATES,43,"$30,969,236",2007
"CCS ASSOCIATES, INC.",MOUNTAIN VIEW,CA,UNITED STATES,1,"$175,931",2007
"CDI BIOSCIENCE, INC.",Madison,WI,UNITED STATES,1,"$323,630",2007
"CDM GROUP, INC.",CHEVY CHASE,MD,UNITED STATES,1,"$482,770",2007
"CDW-G, INC.",VERNON HILLS,IL,UNITED STATES,4,"$109,363",2007
CEDAR CREST COLLEGE,ALLENTOWN,PA,UNITED STATES,1,"$195,814",2007
CEDAR GROVE RESEARCH INST/SUSTAIN COM,MEBANE,NC,UNITED STATES,1,"$146,754",2007
CEDAR RAPIDS ONCOLOGY PROJECT,CEDAR RAPIDS,IA,UNITED STATES,1,"$423,530",2007
CEDARS-SINAI MEDICAL CENTER,LOS ANGELES,CA,UNITED STATES,59,"$23,187,091",2007
"CELL AND TISSUE SYSTEMS, INC.",NORTH CHARLESTON,SC,UNITED STATES,2,"$745,872",2007
"CELL IMAGING SYSTEMS, LLC.",CHESTNUT HILL,MA,UNITED STATES,1,"$492,360",2007
"CELL PRESERVATION SERVICES, INC.",OWEGO,NY,UNITED STATES,5,"$1,364,178",2007
"CELL SIGNALING TECHNOLOGY, INC.",DANVERS,MA,UNITED STATES,1,"$150,000",2007
"CELL SIGNALING TECHNOLOGY, INC.",DANVERS,MA,UNITED STATES,3,"$776,047",2007
CELLASIC CORPORATION,SAN LEANDRO,CA,UNITED STATES,1,"$800,039",2007
"CELLCURE, INC.",PROVIDENCE,RI,UNITED STATES,1,"$250,001",2007
"CELLECTA, INC.",MOUNTAIN VIEW,CA,UNITED STATES,3,"$1,245,493",2007
"CELLERANT THERAPEUTICS, INC.",SAN CARLOS,CA,UNITED STATES,2,"$1,306,659",2007
"CELLEX, INC.",ROCKVILLE,MD,UNITED STATES,2,"$398,180",2007
"CELLEXICON, INC.",LA JOLLA,CA,UNITED STATES,1,"$423,001",2007
"CELLULAR DYNAMICS INTERNATIONAL, INC.",MADISON,WI,UNITED STATES,1,"$249,898",2007
CELLULAR TECHNOLOGY LIMITED,CLEVELAND,OH,UNITED STATES,3,"$8,832,754",2007
CENTER FOR APPLIED LINGUISTICS,WASHINGTON,DC,UNITED STATES,1,"$1,566,146",2007
